,gender,emotion,actor,path
32,male,surprise,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-08-01-02-01-01.wav
33,male,happy,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-03-02-01-02-01.wav
34,male,surprise,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-08-01-01-02-01.wav
35,male,calm,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-02-01-01-01-01.wav
36,male,neutral,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-01-01-02-02-01.wav
37,male,sad,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-04-01-01-02-01.wav
38,male,angry,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-05-01-01-01-01.wav
39,male,surprise,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-08-01-02-02-01.wav
40,male,disgust,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-07-02-02-02-01.wav
41,male,happy,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-03-01-02-02-01.wav
42,male,disgust,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-07-01-02-02-01.wav
43,male,sad,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-04-02-01-01-01.wav
44,male,sad,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-04-01-01-01-01.wav
45,male,fear,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-06-01-02-01-01.wav
46,male,disgust,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-07-01-01-02-01.wav
47,male,sad,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-04-02-02-01-01.wav
48,male,angry,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-05-01-01-02-01.wav
49,male,happy,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-03-02-02-02-01.wav
50,male,happy,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-03-02-02-01-01.wav
51,male,calm,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-02-01-02-02-01.wav
52,male,surprise,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-08-02-01-02-01.wav
53,male,sad,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-04-02-01-02-01.wav
54,male,calm,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-02-02-01-01-01.wav
55,male,angry,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-05-02-02-02-01.wav
56,male,angry,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-05-01-02-01-01.wav
57,male,angry,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-05-01-02-02-01.wav
58,male,sad,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-04-02-02-02-01.wav
59,male,fear,1,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-06-02-01-02-01.wav
60,female,calm,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-02-02-02-02-02.wav
61,female,fear,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-06-02-01-01-02.wav
62,female,sad,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-04-01-01-01-02.wav
63,female,happy,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-03-02-02-01-02.wav
64,female,fear,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-06-01-02-01-02.wav
65,female,angry,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-05-02-01-01-02.wav
66,female,sad,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-04-01-02-02-02.wav
67,female,happy,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-03-01-02-01-02.wav
68,female,calm,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-02-01-02-02-02.wav
69,female,surprise,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-08-01-01-01-02.wav
70,female,neutral,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-01-01-02-01-02.wav
71,female,disgust,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-07-01-01-02-02.wav
72,female,surprise,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-08-02-02-02-02.wav
73,female,surprise,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-08-01-02-01-02.wav
74,female,happy,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-03-02-02-02-02.wav
75,female,sad,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-04-01-02-01-02.wav
76,female,fear,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-06-02-01-02-02.wav
77,female,calm,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-02-02-02-01-02.wav
78,female,disgust,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-07-02-02-02-02.wav
79,female,disgust,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-07-02-02-01-02.wav
80,female,fear,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-06-02-02-01-02.wav
81,female,surprise,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-08-02-02-01-02.wav
82,female,happy,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-01-02.wav
83,female,sad,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-04-02-02-02-02.wav
84,female,angry,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-01-02.wav
85,female,calm,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-02-02-01-02-02.wav
86,female,calm,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-02-02.wav
87,female,calm,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-01-02.wav
88,female,angry,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-02-02.wav
89,female,fear,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-06-01-02-02-02.wav
90,female,happy,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-02-02.wav
91,female,surprise,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-08-01-01-02-02.wav
92,female,angry,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-05-01-01-01-02.wav
93,female,neutral,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-01-01-01-02-02.wav
94,female,fear,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-06-01-01-02-02.wav
95,female,sad,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-04-01-01-02-02.wav
96,female,disgust,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-07-02-01-01-02.wav
97,female,fear,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-06-01-01-01-02.wav
98,female,angry,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-05-02-01-02-02.wav
99,female,disgust,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-07-01-02-01-02.wav
100,female,happy,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-03-01-01-01-02.wav
101,female,fear,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-06-02-02-02-02.wav
102,female,neutral,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-01-01-02-02-02.wav
103,female,surprise,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-08-01-02-02-02.wav
104,female,happy,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-03-01-01-02-02.wav
105,female,neutral,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-01-01-01-01-02.wav
106,female,surprise,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-08-02-01-01-02.wav
107,female,disgust,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-07-01-01-01-02.wav
108,female,sad,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-04-02-01-01-02.wav
109,female,disgust,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-07-01-02-02-02.wav
110,female,disgust,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-07-02-01-02-02.wav
111,female,sad,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-04-02-01-02-02.wav
112,female,calm,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-02-02-01-01-02.wav
113,female,sad,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-04-02-02-01-02.wav
114,female,angry,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-05-02-02-02-02.wav
115,female,calm,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-02-01-02-01-02.wav
116,female,happy,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-03-01-02-02-02.wav
117,female,angry,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-05-01-01-02-02.wav
118,female,surprise,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-08-02-01-02-02.wav
119,female,angry,2,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-05-02-02-01-02.wav
120,male,happy,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-01-03.wav
121,male,sad,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-04-02-02-01-03.wav
122,male,calm,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-01-03.wav
123,male,fear,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-06-01-02-01-03.wav
124,male,calm,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-01-03.wav
125,male,calm,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-01-03.wav
126,male,happy,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-03-02-02-02-03.wav
127,male,disgust,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-07-02-02-01-03.wav
128,male,angry,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-02-03.wav
129,male,angry,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-02-03.wav
130,male,disgust,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-07-01-01-02-03.wav
131,male,sad,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-04-02-02-02-03.wav
132,male,angry,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-05-02-02-02-03.wav
133,male,angry,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-02-03.wav
134,male,surprise,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-01-03.wav
135,male,surprise,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-02-03.wav
136,male,fear,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-06-02-01-02-03.wav
137,male,sad,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-01-03.wav
138,male,neutral,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-01-01-01-02-03.wav
139,male,happy,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-03-02-01-02-03.wav
140,male,happy,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-02-03.wav
141,male,calm,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-02-03.wav
142,male,disgust,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-07-02-02-02-03.wav
143,male,sad,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-04-01-02-02-03.wav
144,male,surprise,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-01-03.wav
145,male,calm,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-02-01-02-02-03.wav
146,male,fear,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-06-02-02-02-03.wav
147,male,disgust,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-07-01-02-02-03.wav
148,male,surprise,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-02-03.wav
149,male,fear,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-06-02-01-01-03.wav
150,male,happy,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-03-01-01-01-03.wav
151,male,happy,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-01-03.wav
152,male,fear,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-06-01-01-02-03.wav
153,male,disgust,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-07-01-01-01-03.wav
154,male,surprise,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-01-03.wav
155,male,neutral,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-02-03.wav
156,male,sad,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-04-02-01-02-03.wav
157,male,surprise,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-08-01-02-01-03.wav
158,male,disgust,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-07-02-01-01-03.wav
159,male,angry,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-01-03.wav
160,male,calm,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-02-03.wav
161,male,angry,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-05-01-01-01-03.wav
162,male,disgust,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-07-01-02-01-03.wav
163,male,neutral,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-01-01-02-01-03.wav
164,male,fear,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-06-01-02-02-03.wav
165,male,fear,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-06-02-02-01-03.wav
166,male,angry,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-01-03.wav
167,male,surprise,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-02-03.wav
168,male,calm,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-02-03.wav
169,male,surprise,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-02-03.wav
170,male,neutral,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-01-01-01-01-03.wav
171,male,disgust,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-07-02-01-02-03.wav
172,male,fear,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-06-01-01-01-03.wav
173,male,happy,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-03-02-01-01-03.wav
174,male,sad,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-04-02-01-01-03.wav
175,male,sad,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-04-01-01-02-03.wav
176,male,sad,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-04-01-01-01-03.wav
177,male,happy,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-03-01-02-02-03.wav
178,male,angry,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-05-02-02-01-03.wav
179,male,calm,3,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-02-02-01-01-03.wav
180,female,disgust,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-07-02-01-01-04.wav
181,female,happy,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-03-01-01-02-04.wav
182,female,fear,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-06-02-01-02-04.wav
183,female,neutral,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-01-01-01-02-04.wav
184,female,surprise,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-08-01-02-02-04.wav
185,female,sad,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-04-01-01-02-04.wav
186,female,disgust,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-07-01-02-02-04.wav
187,female,surprise,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-08-01-01-02-04.wav
188,female,fear,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-06-01-02-01-04.wav
189,female,surprise,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-08-02-02-02-04.wav
190,female,angry,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-05-02-01-01-04.wav
191,female,fear,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-06-01-02-02-04.wav
192,female,disgust,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-07-01-02-01-04.wav
193,female,happy,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-03-01-02-02-04.wav
194,female,happy,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-03-02-02-02-04.wav
195,female,happy,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-03-02-01-01-04.wav
196,female,disgust,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-07-01-01-02-04.wav
197,female,calm,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-02-01-02-02-04.wav
198,female,disgust,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-07-02-02-01-04.wav
199,female,calm,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-02-02-02-01-04.wav
200,female,disgust,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-07-02-02-02-04.wav
201,female,angry,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-05-02-02-02-04.wav
202,female,fear,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-06-01-01-01-04.wav
203,female,angry,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-05-01-01-01-04.wav
204,female,sad,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-04-02-01-02-04.wav
205,female,fear,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-06-01-01-02-04.wav
206,female,happy,4,/home/abbey/dataset/emotion/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-03-01-02-01-04.wav
